item,category,cost,fling_power,fling_effect,flavor_text,name
i_8be25d70,37.0,6000.0,10.0,,"The user slams its target with its flame-coveredbody. The more the user outweighs the target, thegreater the move’s power.",TR88
i_9d69165f,33.0,1000.0,,,A somewhat different Poké Ball that is moreeffective when attempting to catch Water- orBug-type Pokémon.,Net Ball
i_d1ef0c0f,,1000.0,50.0,,A memory disc that contains Bug-type data.It changes the type of the holder if held bya certain species of Pokémon.,Bug Memory
i_a1c5af01,,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the PokéathlonsGoal Roll.,Data Card 24
i_f889ec21,,6000.0,95.0,,The user turns the targets power against it.The higher the targets Attack stat the greaterthe damage it deals.,TR81
i_e6353909,,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Ser5879
i_1f346c87,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Ser5879
i_81acd6cb,43.0,0.0,,,It sharply raises the Sp. Atk stat of a Pokémon inbattle. It wears off if the Pokémon is withdrawn.,X Sp. Atk 2
i_40cdd592,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo3773
i_fe9c44f8,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Gru8425
i_5c090f58,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo3852
i_10ac6c93,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo3905
i_e6692645,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo4359
i_11436637,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo4031
i_24bd4a99,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo4357
i_d28e61fb,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Bellsprout Candy
i_480658c6,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo3982
i_28ef4079,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Leo4534
i_6ed08f4b,,0.0,,,It holds Pokéathlon records. It is a card that showshow many points your Pokémon scored inthe Pokéathlon.,Data Card 11
i_e4714cd0,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Tentacool Candy
i_b8d8b36c,,700.0,30.0,,An item that prevents any low-level wild Pokémonfrom jumping out at you for a while. It lasts longerthan Repel.,Super Repel
i_25146fa9,12.0,4000.0,60.0,,An item to be held by a Pokémon. It extends theduration of the move Sunny Day when used bythe holder.,Heat Rock
i_58050a4b,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco5953
i_83072a90,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco5953
i_eb161034,9.0,3000.0,30.0,,A cuff made from woven-together Galarica Twigs.Giving it to Galarian Slowpoke makes thePokémon very happy.,Galarica Cuff
i_41d5bb34,9.0,20.0,30.0,,A twig from a species of tree called Galarica that growsin certain areas around the Galar region. It’s a materialfor an accessory for a certain Pokémon.,Galarica Twig
i_366480ee,23.0,0.0,,,It converts Z-Power into crystals that upgradeBug-type moves to Bug-type Z-Moves.,Buginium Z
i_b2f5c2d5,23.0,0.0,,,It converts Z-Power into crystals that upgradePsychic-type moves to Psychic-type Z-Moves.,Psychium Z
i_1f10600d,23.0,0.0,,,This bike can do a turbo boost and run on the waterusing Rotom’s power. It’s a glistening black thatshines reddish-black.,Rotom Bike
i_816a2ad2,23.0,0.0,,,This bike can do a turbo boost and run on the waterusing Rotom’s power. It’s a sparkling white thatshines brilliantly.,Rotom Bike
i_7527696e,22.0,0.0,,,A pass to go to the Isle of Armor. Show it to the railstaff at Wedgehurst Station.,Armor Pass
i_00eddd06,21.0,0.0,,,A card that increases the selection in boutiques andhair salons.,Style Card
i_8dc4b75f,23.0,0.0,,,It converts Z-Power into crystals that upgradeIce-type moves to Ice-type Z-Moves.,Icium Z
i_6eb78c86,23.0,0.0,,,It converts Z-Power into crystals that upgradeGrass-type moves to Grass-type Z-Moves.,Grassium Z
i_15b69df8,23.0,0.0,,,It converts Z-Power into crystals that upgradeElectric-type moves to Electric-type Z-Moves.,Electrium Z
i_69eb0612,23.0,0.0,,,It converts Z-Power into crystals that upgradeWater-type moves to Water-type Z-Moves.,Waterium Z
i_010abe0c,23.0,0.0,,,It converts Z-Power into crystals that upgradeFlying-type moves to Flying-type Z-Moves.,Flyinium Z
i_f0dfc97c,23.0,0.0,,,It converts Z-Power into crystals that upgradeGround-type moves to Ground-type Z-Moves.,Groundium Z
i_6c9d6c68,23.0,0.0,,,It converts Z-Power into crystals that upgradePoison-type moves to Poison-type Z-Moves.,Poisonium Z
i_4a4f95cd,23.0,0.0,,,It converts Z-Power into crystals that upgradeFighting-type moves to Fighting-type Z-Moves.,Fightinium Z
i_422d9933,23.0,0.0,,,"A light and yet incredibly effective trunk, which cancontain every last piece of clothing that canbe bought.",Travel Trunk
i_e6dfb30a,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Geodude Candy
i_bdc74abb,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Ponyta Candy
i_db2ddf1f,12.0,4000.0,30.0,,An item to be held by a Pokémon. It enables theholder to flee from any wild Pokémon encounterwithout fail.,Smoke Ball
i_7b616f42,33.0,,,,A somewhat different Poké Ball that becomes moreeffective the lower the level of the wild Pokémon.,Nest Ball
i_c6b6ddf1,26.0,10000.0,30.0,,A nutritious drink for Pokémon. When consumedit raises the HP base points of a single Pokémon.,HP Up
i_4c407093,24.0,10000.0,30.0,,A beautiful bottle cap that gives off a golden gleam.Some people are happy to receive one.,Gold Bottle Cap
i_b2ed1825,24.0,5000.0,30.0,,A beautiful bottle cap that gives off a silver gleam.Some people are happy to receive one.,Bottle Cap
i_0b331a18,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Pikachu’s Volt Tackle to a Z-Move.,Pikanium Z
i_4f9f0a7d,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Fairy-type moves to Z-Moves.,Fairium Z
i_c5f23fe9,37.0,6000.0,85.0,,The user drops onto the target with its full bodyweight. This may also leave the target with paralysis.,TR01
i_57d0d736,37.0,4000.0,10.0,,A frenetic dance to uplift the fighting spirit.This sharply raises the user’s Attack stat.,TR00
i_e35644ab,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Dragon-type moves to Z-Moves.,Dragonium Z
i_cbe3c2d4,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Ghost-type moves to Z-Moves.,Ghostium Z
i_94bec15e,26.0,3000.0,30.0,,"A candy that is packed with energy. When consumed, itwill grant a single Pokémon a large amount ofExp. Points.",Exp. Candy L
i_dcf3e0ab,26.0,1000.0,30.0,,"A candy that is packed with energy. When consumed, itwill grant a single Pokémon a moderate amount ofExp. Points.",Exp. Candy M
i_9b1679b1,26.0,0.0,30.0,,"A candy that is packed with energy. When consumed, itwill raise the Dynamax Level of a single Pokémon byone. A higher level means higher HP when Dynamaxed.",Dynamax Candy
i_03659eda,26.0,10000.0,30.0,,"A candy that is packed with energy. When consumed, itwill grant a single Pokémon a very large amount ofExp. Points.",Exp. Candy XL
i_7f5de421,12.0,4000.0,60.0,,An item to be held by a Pokémon. This sturdy umbrellaprotects the holder from the effects of rain andharsh sunlight.,Utility Umbrella
i_18a031a6,12.0,4000.0,100.0,,An item to be held by a Pokémon. Lowers Speed whenTrick Room takes effect.,Room Service
i_a82c7cc6,26.0,240.0,30.0,,"A candy that is packed with energy. When consumed, itwill grant a single Pokémon a small amount ofExp. Points.",Exp. Candy S
i_f8f8acaa,26.0,20.0,30.0,,"A candy that is packed with energy. When consumed, itwill grant a single Pokémon a very small amount ofExp. Points.",Exp. Candy XS
i_aa6ae573,22.0,0.0,,,A key that operates the elevator in the Team RocketHideout. It bears the Team Rocket logo.,Lift Key
i_754aaf7e,22.0,0.0,,,A set of golden false teeth lost by the Safari Zone’swarden. They make his smile sparkle.,Gold Teeth
i_17f02c45,22.0,0.0,,,,Bike Voucher
i_f30fa33e,22.0,0.0,,,A flute that can play with such a beautiful tone thateven sleeping Pokémon find themselves woken up.,Poké Flute
i_705aef34,22.0,0.0,,,,Oak's Parcel
i_1fce9ecc,21.0,0.0,,,A special device made by Devon Corporation thatsignals the presence of any unseen Pokémon.,Devon Scope
i_f931c381,22.0,0.0,,,,Rm. 6 Key
i_ee17d5e1,22.0,0.0,,,,Rm. 4 Key
i_73affa8f,17.0,1000.0,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Poison-type moves.,Toxic Plate
i_1bcbe938,21.0,0.0,,,,Fame Checker
i_db12ba34,22.0,0.0,,,A scope that lets you see what cannot usually be seen.It is made by Silph Co.,Silph Scope
i_b300ab0f,21.0,0.0,,,A device that allows you to access the Pokémon storagesystem. There are some places where it wont work.,Pokémon Box Link
i_88797cab,21.0,0.0,,,A device that allows you to access the Pokémon storagesystem. There are some places where it wont work.,Pokémon Box Link
i_d613f537,25.0,50.0,,,,Space Mail
i_65d56696,25.0,50.0,,,,Space Mail
i_5e0e4c16,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Latias hold it, and this stone will enable it toMega Evolve during battle.",Latiasite
i_0f5f663e,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Atk will growmore easily, but its Sp. Def will grow more slowly.",Rash Mint
i_0e753eb8,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Atk will growmore easily, but its Defense will grow more slowly.",Mild Mint
i_46d98a29,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Manectric hold it, and this stone will enable itto Mega Evolve during battle.",Manectite
i_e0eaf23e,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Mawile hold it, and this stone will enable it toMega Evolve during battle.",Mawilite
i_d9f52a6e,24.0,3000.0,30.0,,An ornament depicting a mysterious Pokémonthat has been venerated as a guardian deityfor an extremely long time in the Alola region.,Strange Souvenir
i_51583a44,24.0,20.0,10.0,,This special coupon allows you to buy items at adiscount when you are shopping at a boutique.,Discount Coupon
i_20293c01,4.0,80.0,10.0,3.0,"If held by a Pokémon, this Berry will increase theholder’s Sp. Def if it’s hit with a special move.",Maranga Berry
i_66935a02,4.0,80.0,10.0,3.0,"If held by a Pokémon, this Berry will increase theholder’s Defense if it’s hit with a physical move.",Kee Berry
i_b82b5087,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Attack will growmore easily, but its Sp. Def will grow more slowly.",Naughty Mint
i_3a608c7b,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Attack will growmore easily, but its Sp. Atk will grow more slowly.",Adamant Mint
i_d12fb79a,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Defense will growmore easily, but its Attack will grow more slowly.",Bold Mint
i_5c50cc0a,30.0,350.0,30.0,,A popular treat in Lumiose City. It can be used onceto heal all the status conditions of a Pokémon.,Lumiose Galette
i_63b801ac,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Defense will growmore easily, but its Sp. Def will grow more slowly.",Lax Mint
i_7e2181d5,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Defense will growmore easily, but its Sp. Atk will grow more slowly.",Impish Mint
i_505351b2,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Atk will growmore easily, but its Attack will grow more slowly.",Modest Mint
i_aaae9127,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Defense will growmore easily, but its Speed will grow more slowly.",Relaxed Mint
i_bcd0aa15,22.0,0.0,,,A set of golden false teeth lost by the Safari Zoneswarden. They make his smile sparkle.,Gold Teeth
i_47e97246,22.0,0.0,,,A set of golden false teeth lost by the Safari Zoneswarden. They make his smile sparkle.,Gold Teeth
i_4b041a27,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Del7906
i_a64e9a3f,9.0,20.0,30.0,,Salt that you found inside Shoal Cave.,Shoal Salt
i_2fb91ccd,9.0,20.0,30.0,,A seashell that you found inside Shoal Cave.,Shoal Shell
i_609e4cf6,9.0,1000.0,30.0,,A small red shard. It appears to be a fragment ofsome sort of implement made long ago.,Red Shard
i_cc695de0,9.0,1000.0,30.0,,A small blue shard. It appears to be a fragment ofsome sort of implement made long ago.,Blue Shard
i_3a714e51,9.0,1000.0,30.0,,A small yellow shard. It appears to be a fragment ofsome sort of implement made long ago.,Yellow Shard
i_bc286c1f,9.0,1000.0,30.0,,A small green shard. It appears to be a fragment ofsome sort of implement made long ago.,Green Shard
i_a2396b96,11.0,700.0,30.0,,An item that prevents any low-level wild Pokémonfrom jumping out at you for a while. It lasts longerthan Repel.,Super Repel
i_72aed1c7,11.0,900.0,30.0,,An item that prevents any low-level wild Pokémonfrom jumping out at you for a while. It lasts longerthan Super Repel.,Max Repel
i_4d2031ec,11.0,300.0,30.0,,A long and durable rope. Use it to escape instantlyfrom locations like caves or dungeons. It can be usedany number of times.,Escape Rope
i_f4c79783,11.0,400.0,30.0,,An item that prevents any low-level wild Pokémonfrom jumping out at you for a while.,Repel
i_0f84d147,22.0,0.0,,,A suit made with the collective technologicalknow-how of Team Aqua. It can withstandany impact.,Aqua Suit
i_56e506d4,22.0,0.0,,,A suit made with the collective technologicalknow-how of Team Aqua. It can withstandany impact.,Aqua Suit
i_6e62267d,37.0,2000.0,10.0,,The user endures any attack with at least 1 HP.Its chance of failing rises if it is used in succession.,TR26
i_9381f473,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Hya3748
i_d2d19ab3,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Boo5351
i_64b80292,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Hya3418
i_0b27eaa7,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Hya3903
i_50bc0520,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Boo5602
i_01ec8cf8,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Boo5435
i_32e2e775,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Boo5235
i_aa47a66c,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Boo5733
i_71ee903e,26.0,10000.0,,,A capsule that allows a Pokémon with two Abilitiesto switch between these Abilities when it is used.,Ability Capsule
i_9fdb7bbf,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Hya3845
i_223c1bc8,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Hya3482
i_7a8aa633,10.0,500.0,10.0,,"A strawberry-shaped sweet. When a Milceryholds this, it will spin around happily.",Strawberry Sweet
i_d433fba5,35.0,5000.0,100.0,,The fossil of an ancient Pokémon that once lived in thesea. What it looked like is a mystery.,Fossilized Dino
i_87b777e4,35.0,5000.0,100.0,,The fossil of an ancient Pokémon that once roamed theland. What it looked like is a mystery.,Fossilized Drake
i_b2c081c8,35.0,5000.0,100.0,,The fossil of an ancient Pokémon that once lived in thesea. What it looked like is a mystery.,Fossilized Fish
i_4e28ddae,35.0,5000.0,100.0,,The fossil of an ancient Pokémon that once soaredthrough the sky. What it looked like is a mystery.,Fossilized Bird
i_4fbf5f75,18.0,0.0,,,It is said that a hero used this shield to halt a terribledisaster in ancient times. But it’s grown rusty and worn.,Rusted Shield
i_6540670f,21.0,0.0,,,A lovely case to store colorful Props for yourPokémon to wear in a musical.,Prop Case
i_6129cf50,11.0,100.0,30.0,,A toy that attracts the attention of a Pokémon.It guarantees escape from any battle withwild Pokémon.,Poké Toy
i_d95b6a90,33.0,0.0,,,A somewhat different Poké Ball that makes it easier tocatch wild Pokémon while they’re asleep.,Dream Ball
i_062c091e,12.0,200.0,30.0,,"A mysterious orb containing the power of theUnova region, to be used when generatingPass Power.",Pass Orb
i_96a20c76,20.0,0.0,,,A special pass to go to Liberty Garden.Board the ship in Castelia City.,Liberty Pass
i_404cf422,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedin the sky. It looks as if it could come from part ofits wing.,Plume Fossil
i_a4c19d5d,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedin the sea. It appears as though it could be part ofits back.,Cover Fossil
i_944d0422,24.0,1000.0,20.0,,"Though this feather is beautiful, it’s just a regularfeather and has no effect.",Pretty Feather
i_0b62dccf,26.0,300.0,20.0,,An item for use on a Pokémon. It slightly increasesthe Speed base points of a single Pokémon.,Swift Feather
i_c68ab8df,26.0,300.0,20.0,,An item for use on a Pokémon. It slightly increasesthe Sp. Def base points of a single Pokémon.,Clever Feather
i_90c6d0f9,26.0,10000.0,,,A capsule that allows a Pokémon with two Abilitiesto switch between these Abilities when it is used.,Ability Capsule
i_ee882f4d,3.0,80.0,10.0,3.0,A Berry to be consumed by Pokémon. If a Pokémonholds one it can restore its own HP by a smallamount during battle.,Sitrus Berry
i_cde02c09,3.0,80.0,10.0,3.0,A Berry to be consumed by Pokémon. If a Pokémonholds one it can restore its own HP by a smallamount during battle.,Sitrus Berry
i_90b75ee5,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Dra5291
i_e8e765f1,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Dra5291
i_2d2eb4a4,50.0,20.0,10.0,,When a Pokémon smells this mint its Defense will growmore easily but its Sp. Atk will grow more slowly.,Impish Mint
i_a339f57b,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Water-type moves to Z-Moves.,Waterium Z
i_00c26cca,25.0,50.0,,,,Harbor Mail
i_4198002c,15.0,4000.0,30.0,1.0,An item to be held by a Pokémon. Its a bizarre orbthat will badly poison the holder during battle.,Toxic Orb
i_8e2c9da4,2.0,80.0,10.0,,A Berry to be consumed by Pokémon. Using it on aPokémon makes it more friendly but lowers itsAttack base points.,Kelpsy Berry
i_bf6ddb32,2.0,80.0,10.0,,A Berry to be consumed by Pokémon. Using it on aPokémon makes it more friendly but lowers itsAttack base points.,Kelpsy Berry
i_6da83901,37.0,1000.0,,,This attack move’s power is doubled if the user hasbeen hurt by the opponent in the same turn.,TM42
i_99b73847,23.0,0.0,,,A Poké Ball with a Pokémon that lost its Trainerinside. It seems to be from Ulaula Island.,Left Poké Ball
i_779787e7,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Leo3905
i_7a7aeabb,8.0,20.0,10.0,,"Used to make Pokéblocks that will enhance yourCleverness, this Berry is rare in other regions.",Rabuta Berry
i_5f4643c2,8.0,20.0,10.0,,"Used to make Pokéblocks that will enhance yourToughness, this Berry is rare in other regions.",Nomel Berry
i_964439fd,18.0,300.0,10.0,,A flower nectar obtained from the flowering shrubson Royal Avenue.It changes the form of certain species of Pokémon.,Pink Nectar
i_f0485249,24.0,25000.0,30.0,,A shard that fell to the ground when a cometapproached. It can be sold at a high priceto shops.,Comet Shard
i_d8a4f28b,8.0,20.0,10.0,,"Used to make Pokéblocks that will enhance yourBeauty, this Berry is rare in other regions.",Pamtre Berry
i_ced949db,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Leo3905
i_f90d3fa6,2.0,80.0,10.0,,A Berry to be consumed by Pokémon. Using it on aPokémon makes it more friendly but lowers itsSp. Def base points.,Grepa Berry
i_939b7f4f,2.0,80.0,10.0,,A Berry to be consumed by Pokémon. Using it on aPokémon makes it more friendly but lowers itsSpeed base points.,Tamato Berry
i_9a7213ed,8.0,20.0,10.0,,"Used to make Pokéblocks that will enhance yourBeauty, this Berry is rare in other regions.",Cornn Berry
i_1c9ecbdc,24.0,15000.0,30.0,,A rare mushroom that gives off a nice fragrance.It can be sold at a high price to shops.,Balm Mushroom
i_84154a2b,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Zapdos Candy
i_cbb81b12,37.0,1000.0,,,In this two-turn attack the user gathers light thenblasts a bundled beam on the next turn.,TM11
i_09889657,37.0,1000.0,,,In this two-turn attack the user gathers light thenblasts a bundled beam on the next turn.,TM11
i_caa29bb5,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cet539
i_eeb2bf88,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Vir5107
i_a4f67702,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★And337
i_54a16906,26.0,20.0,,,A candy that is packed with energy. When given toa Pokémon it will increase that Pokémons Sp. Atk stat.,Smart Candy
i_2dedbdcf,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★And603
i_1de714eb,26.0,20.0,,,A candy that is packed with energy. When given toa Pokémon it will increase that Pokémons Sp. Atk stat.,Smart Candy
i_cca67370,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★And458
i_a645cdf6,37.0,10000.0,90.0,,The user makes the ground under the target eruptwith power. This may also lower the targetsSp. Def stat.,TR67
i_a0e6357b,12.0,4000.0,10.0,4.0,An item to be held by a Pokémon. It will restore anylowered stat in battle. It can be used only once.,White Herb
i_7a03dc5f,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★And15
i_1ab9ab70,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco6508
i_2dd5e390,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco6508
i_8275ec68,,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Gyarados hold it and this stone will enable itto Mega Evolve during battle.,Gyaradosite
i_f73ae103,22.0,,,,A single petal that the King of Bountiful Harvestsgave you. It radiates faint light.,Radiant Petal
i_7ce97dcf,36.0,100.0,10.0,,An item to be held by a Pokémon. During a contestit raises the Cool aspect of the Pokémon holding it.,Red Scarf
i_15077dcf,36.0,100.0,10.0,,An item to be held by a Pokémon. During a contestit raises the Cool aspect of the Pokémon holding it.,Red Scarf
i_691c2885,23.0,0.0,,,Its a crystal that turns Necrozma fused withSolgaleo or Lunala into a new form.,Ultranecrozium Z
i_a978661b,23.0,0.0,,,Its a crystal that turns Necrozma fused withSolgaleo or Lunala into a new form.,Ultranecrozium Z
i_7f5e4898,10.0,2000.0,80.0,,A box packed with a tremendous amount of electricenergy. Its loved by a certain Pokémon.,Electirizer
i_9a2c2d3f,5.0,80.0,10.0,3.0,A Berry to be consumed by Pokémon. If a Pokémonholds one its Defense stat will increase when its ina pinch.,Ganlon Berry
i_58a0b35d,23.0,0.0,,,This necklace contains an untold power thatsomehow enables Pokémon carrying a Mega Stoneto Mega Evolve in battle.,Mega Pendant
i_ccae5f6d,23.0,0.0,,,This necklace contains an untold power thatsomehow enables Pokémon carrying a Mega Stoneto Mega Evolve in battle.,Mega Pendant
i_7c3ae9f1,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Her6148
i_b91166fb,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Her6406
i_7bc654b1,30.0,200.0,30.0,,A spray-type medicine for treating paralysis. It can beused to free a single Pokémon that has been paralyzed.,Paralyze Heal
i_2a57e8fa,30.0,200.0,30.0,,A spray-type medicine for treating paralysis. It can beused to free a single Pokémon that has been paralyzed.,Paralyze Heal
i_0f72e84c,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6056
i_321dd6ce,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6149
i_e2283970,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6603
i_0b344bf0,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6378
i_b9d00c05,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Ser5879
i_b005aea2,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Ser7141
i_4c4cd3d4,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Ser5854
i_ece601bc,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oph6075
i_5b8fa7a4,26.0,10000.0,30.0,,A nutritious drink for Pokémon. When consumedit raises the Sp. Def base points of a single Pokémon.,Zinc
i_ac6242e9,22.0,0.0,,,A flute that can play with such a beautiful tone thateven sleeping Pokémon find themselves woken up.,Poké Flute
i_8012298a,35.0,5000.0,100.0,,The fossil of an ancient Pokémon that once roamed theland. What it looked like is a mystery.,Fossilized Drake
i_fea478b6,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg39
i_f86c9343,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Peg39
i_aae98293,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Dra6132
i_0a86b884,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Dra6636
i_506cf4f2,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★CVn4915
i_4f96aabe,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★CVn4785
i_025798da,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★CVn4846
i_761b1140,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Aql7595
i_02ca6101,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Aql7557
i_46160423,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Aql7525
